2.046516622234706428e-01,-5.084876585051065767e-01,9.537722741272612881e-01
-4.659543729340320795e-01,-1.189815192384100495e+00,9.640824435901939049e-01
4.397486706076403351e-01,4.595910394343495353e-01,9.697337892046581365e-01
5.236633345514880578e-01,4.565930517754647200e-01,8.813680763490381320e-01
6.271456808601203470e-01,6.557909560256875992e-01,9.188624352827853281e-01
-1.694099289129282759e-01,-2.127457109001780200e-01,9.632771425190916892e-01
3.485495237619770093e-01,3.682027244871323157e-01,9.675026926939762628e-01
-1.327721980531805901e+00,-1.534707389966625257e+00,9.469105855022597051e-01
8.694157727063426266e-01,8.769551106101241000e-01,8.601282668006899890e-01
5.635741797194699920e-01,5.298586457987400911e-01,9.033803605634175282e-01
-1.058240029183865829e+02,-5.124106657280268706e+01,-3.396802046328866709e+01
6.475616944005311293e-01,6.196850592886347098e-01,8.971080186934771161e-01
5.681326831640827191e-01,5.621470872599696467e-01,9.982037427188661383e-01
-4.034618321844669619e-01,-3.159601924640689230e-01,9.447187953772383517e-01
6.406254450181947391e-01,5.758401910435401172e-01,9.910384128566331885e-01
-5.465137403262064097e+00,-4.347486017636525979e+00,nan
4.494449103441481297e-01,4.398767891834386434e-01,7.469574186523915138e-01
-4.718009618210141198e+00,-2.598449146976561153e+00,nan
6.656106208130569968e-01,6.029625013551372925e-01,9.921253673042691457e-01
6.412321636198734520e-01,7.143518011648201105e-01,9.907459648913954364e-01
-1.330633561794882791e-01,2.227730146179351944e-02,9.120206433503791343e-01
-7.080596166019770266e-02,-6.362650114868184659e-02,9.845854626261169029e-01
2.539725685635333408e-01,1.843322234258254477e-01,9.874972561329538046e-01
4.204204130890764057e-01,2.701225497213451954e-01,9.689642726359986025e-01
4.638545120554301571e-01,5.441341434747242189e-01,9.903900249241911480e-01
3.083822987232004431e-01,3.471377502859592790e-01,9.835679486509252278e-01
5.201683919461675965e-01,4.831609814522425106e-01,9.949415486509972650e-01
6.752438175521895403e-01,4.052859770668184591e-01,9.830323123486085501e-01
3.866639294533404936e-01,4.571368710899076371e-01,9.953416644169025274e-01
8.106706744650415963e-03,1.243603292866224397e-01,7.985615263804810571e-01
6.988115753315182754e-01,6.393324834317615224e-01,9.450548253567271351e-01
3.123556785823430326e-01,2.404552591328726896e-01,9.951918823648802093e-01
6.014900394966238295e-02,-1.186171205283015340e-01,9.718136754544908218e-01
2.149109577670053062e-01,4.346493923181360408e-01,9.872676222328138351e-01
