5.904003368363587612e+01,1.119775549144533642e+02,3.431561195279985821e+00
1.063932933723181407e+02,1.589283094317458733e+02,2.606757199869034203e+00
5.554073824951375826e+01,5.357365712817157544e+01,3.000452838571372904e+00
8.150534759817503527e+01,9.298165649415393830e+01,2.029895423714125968e+01
7.392670058991687654e+01,6.824713467965527514e+01,1.608733530908688181e+01
1.261963891431355194e+02,1.308729521449297692e+02,3.962931986918053262e+00
8.989624571640175077e+01,8.718422227648518685e+01,4.484432860612920457e+00
1.966415616934841069e+02,2.141272986068456987e+02,4.484893584174198367e+00
3.339409185636527866e+01,3.146606924817633555e+01,3.576917062167772343e+01
8.415558002055891507e+01,9.065691468260531849e+01,1.863107410312315437e+01
2.924856870964561608e+02,1.430368066517000329e+02,9.574295300862144131e+01
7.176575612185774844e+01,7.744217598074774855e+01,2.095152745890909074e+01
4.498753193698504305e+01,4.561105026402826468e+01,1.871157613734217295e-01
1.254807788605724426e+02,1.176574283056073114e+02,4.942584438949715775e+00
3.858686482132170426e+01,4.554300515702678354e+01,9.622260310085015700e-01
1.230967240323858505e+02,1.018165538520361935e+02,nan
2.905959661376379444e+01,2.956462462368672917e+01,1.335618447313514245e+01
8.014592830026022341e+01,5.043731413239413541e+01,nan
3.850747115393538422e+01,4.572187688278916795e+01,9.068236321260867427e-01
4.468562322611676052e+01,3.557835038156392216e+01,1.152618167661543902e+00
8.103023704264272453e+01,6.992115806450384241e+01,6.291782436787833888e+00
9.669905147906149523e+01,9.605071083990536351e+01,1.392008633134640627e+00
6.979824163143236149e+01,7.631378440156713339e+01,1.169755294128643097e+00
7.854061670398752426e+01,9.890794354706959268e+01,4.205747100268600214e+00
6.061106954907107536e+01,5.153548384940799565e+01,1.086404494268371712e+00
8.789263922029851983e+01,8.296749211122816803e+01,2.088229318317622596e+00
5.458556228100901819e+01,5.879551901680700610e+01,5.754485667927592418e-01
4.440754898346049373e+01,8.132190711658047633e+01,2.320181912583946460e+00
6.911798175363024654e+01,6.117625497760762698e+01,5.249564949732165031e-01
1.436965808084454750e+02,1.268548013756486768e+02,2.918259463918499819e+01
5.495109535272079171e+01,6.580291096971986065e+01,1.002461344361998385e+01
6.737085918336994439e+01,7.441518847262960890e+01,4.710676814212944041e-01
1.002689696575626215e+02,1.193408174147160281e+02,3.007087008992757049e+00
9.739526112463887841e+01,7.013531854366050311e+01,1.579531990212931447e+00
6.520502766039719234e+01,8.112859082021496704e+01,9.889928056420181690e+00
1.395232858561886644e+02,1.436017282548434366e+02,2.070457289097154874e+00
3.940652341170432038e+01,3.986643787332519651e+01,1.706958730544845704e+00
1.771711136434670664e+02,2.132344206065750711e+02,3.897628220491725415e+00
1.471627545969364519e+02,1.553096125192715249e+02,5.698528279191990897e+00
1.067983664356783606e+02,9.213727429455944673e+01,5.149574552792167026e+00
1.116181329136735201e+02,1.318810683080404829e+02,1.746357714333698574e+00
5.281222045931674103e+01,4.687504432771594765e+01,1.142608673160299482e+01
6.585248126034103677e+01,8.014996748002145921e+01,1.208620303208572366e+01
4.451807090541532119e+01,7.286911353710004846e+01,2.205857073168782989e+00
5.348989435971292039e+01,5.056279749164254866e+01,9.416089747569392543e+00
1.007602961315522094e+02,1.106427575552999087e+02,1.983221298935258448e+00
3.620972839456717196e+01,3.748438328936904895e+01,4.677658812175988778e+00
6.451281481366331150e+01,1.003237817715713476e+02,1.437940041956400883e+01
3.834606606953993690e+01,3.502285248228619707e+01,6.540691599342198792e+00
9.295795862191894798e+01,8.492233898378593437e+01,5.711998566471411465e+00
3.560514690159423878e+01,3.696602463733775323e+01,4.459940653961354862e+00
7.445200565618141297e+01,6.624758256816039648e+01,1.952361426546307177e+00
3.708495705679915488e+01,5.337464103527150883e+01,8.396054079992103070e+00
1.047441223093145481e+02,1.644347506280184064e+02,1.273436422927747991e+01
9.413365708853504543e+01,1.094501564194203382e+02,5.879312037270945979e+00
8.370411788635094297e+01,9.117253474372864730e+01,8.842773466814398686e-01
6.194512909492991781e+01,7.038457704721099617e+01,7.591784950958296863e-01
1.118011923790038793e+02,9.209833370049125278e+01,8.337739040217639896e-01
