4.722575377823476472e+00,8.750378861737723168e-01,6.375713049114236242e+01
1.032762794170397598e+02,1.207492398862265333e+02,4.741068190510297597e+00
1.092562264241248613e+02,7.877121599260438245e+01,1.226901441697646078e+01
1.165927236853857494e+02,1.265332183384822571e+02,1.294817581280974794e+00
1.123865824598164807e+02,9.939613915455819892e+01,9.097210511727695348e+00
3.079797385144389636e+02,1.568557516429571024e+02,3.002978239388474790e+01
1.940403784539710159e+02,1.843108430321518938e+02,4.845212378101817485e+00
5.393272420269945400e+01,6.245717011950764430e+01,3.281222146142190876e+00
2.261789188324788142e+02,2.776412394064472551e+02,9.566326625741799816e+00
3.863562458774467814e+02,2.968834617703835193e+02,nan
6.404119946852748058e+01,6.509432093346208603e+01,1.229927694254492110e+01
9.457116214710626423e+01,1.012334098454280706e+02,1.637813548492553561e+00
5.349198067795078515e+01,5.414243813122986637e+01,1.489447159468341297e+01
1.636298974491493823e+02,1.751668437497841921e+02,2.280662852604328350e+01
1.074812388152539597e+02,1.229100451764418409e+02,2.284367159440632289e+00
3.835776659266483080e+02,4.213113031782285134e+02,2.172333299673730878e+01
7.142141880021621603e+01,6.103024310537801966e+01,5.087910487498999323e+00
4.880412565969000838e+01,4.074318045178838332e+01,7.636374379387156353e-01
6.291132398511759050e+01,7.268667306370782910e+01,9.912246794558598140e+00
7.728047912500167627e+01,6.567221319533443591e+01,8.692837110059883798e+00
5.047440212651364533e+01,4.844389976932287567e+01,4.101966974098792740e+00
1.905387604093467644e+02,1.837047440136506964e+02,3.687851551535356975e+01
6.981782977255562628e+01,8.481387532965499076e+01,2.963536310642060201e+01
5.319682178260939054e+01,4.308948890028938195e+01,2.214479207878375533e+01
1.362558319409737351e+02,1.285950412453632907e+02,3.650527154756985748e+00
8.234607265639877482e+01,8.612747637482746654e+01,1.832989603807592127e+00
1.980247093979122042e+02,1.485045659420248967e+02,7.653507316516675374e+00
4.248542309514644444e+01,9.366952300627671946e+01,5.977395989307403568e+00
7.948467516721174775e+01,9.035426444484377839e+01,5.562376297927697166e+00
4.416599734520144693e+01,5.506887686009273608e+01,8.998580323960688077e+00
9.055590770836286652e+01,1.336693048305246521e+02,1.835514941034608105e+00
1.748033783399181118e+02,1.676595145621575398e+02,5.511169066914851200e+00
6.778788628339987099e+01,6.899949495455685167e+01,1.334891630434118959e+01
1.454553736213080413e+02,2.285778241921551057e+02,1.609675728638428183e+01
1.059489446358051339e+02,1.092866436318370376e+02,4.961866522377386346e+00
1.971921226953499584e+01,1.818547562629989756e+01,2.397483499122139250e+01
3.751474267306130628e+01,3.658050261000204273e+01,5.175262015466216781e+00
5.649098029974078372e+01,5.449507066498282626e+01,1.002766352877895706e+01
3.529893490210197626e+01,1.174412871629053789e+01,5.210741134880501946e+00
6.177975605824238414e+01,5.299916393422788019e+01,1.386946425324799392e+01
7.380128118157001893e+01,5.638226648683245656e+01,1.032682833029362257e+01
3.948086169164163550e+01,3.770642949574745728e+01,5.144997768588789100e+00
