3.868487775325775146e-01,3.416812419891357422e-01,3.435714840888977051e-01,3.337211608886718750e-01,3.319905053506997938e-01,2.806509137153625488e-01
3.679412007331848145e-01,3.034228682518005371e-01,3.105210065841674805e-01,3.059294223785400391e-01,3.072834652549765178e-01,3.150416612625122070e-01
4.000245332717895508e-01,3.431517183780670166e-01,3.339766860008239746e-01,3.221496343612670898e-01,3.398513884489522408e-01,3.253020048141479492e-01
4.028642773628234863e-01,3.336585164070129395e-01,3.149222731590270996e-01,3.267044425010681152e-01,3.255107241165426379e-01,3.057217597961425781e-01
3.731275498867034912e-01,3.173727393150329590e-01,3.144915997982025146e-01,3.059423267841339111e-01,3.148606780517535508e-01,3.323087096214294434e-01
4.088072776794433594e-01,3.356297016143798828e-01,3.119240999221801758e-01,3.320587277412414551e-01,3.191595587932430367e-01,2.859304547309875488e-01
4.570755362510681152e-01,3.571099340915679932e-01,3.515209555625915527e-01,3.352674841880798340e-01,3.462875440010534378e-01,3.392738103866577148e-01
3.931336104869842529e-01,3.135918378829956055e-01,3.059931993484497070e-01,3.042238354682922363e-01,3.057823439458878800e-01,3.126063644886016846e-01
4.191751480102539062e-01,3.189096450805664062e-01,3.035725355148315430e-01,2.860599160194396973e-01,2.887405245290719513e-01,3.120125532150268555e-01
4.449015259742736816e-01,3.077799677848815918e-01,2.881594598293304443e-01,2.801325619220733643e-01,2.816323562392880619e-01,2.863247692584991455e-01
3.706544637680053711e-01,2.889293432235717773e-01,2.886225283145904541e-01,2.895516753196716309e-01,2.895970196542918540e-01,3.079700469970703125e-01
4.422448873519897461e-01,3.066073060035705566e-01,2.858467102050781250e-01,2.805605828762054443e-01,2.799387923176566151e-01,2.871466875076293945e-01
4.244432449340820312e-01,3.012199401855468750e-01,2.977430522441864014e-01,3.038767576217651367e-01,3.113968464443058748e-01,3.346405029296875000e-01
4.110739827156066895e-01,2.920823395252227783e-01,3.131593465805053711e-01,3.230280876159667969e-01,3.321024961296355493e-01,3.098157644271850586e-01
4.080860018730163574e-01,2.684249281883239746e-01,2.596473991870880127e-01,2.598783969879150391e-01,2.612174729203331491e-01,3.095134794712066650e-01
4.178726673126220703e-01,3.005362153053283691e-01,3.022757768630981445e-01,2.890470623970031738e-01,3.090290678750975961e-01,2.765044569969177246e-01
3.955994248390197754e-01,2.949579954147338867e-01,2.843573093414306641e-01,2.922025322914123535e-01,2.863243951024077583e-01,3.179958462715148926e-01
3.683170974254608154e-01,2.699310779571533203e-01,2.795873284339904785e-01,2.803848683834075928e-01,2.771869136166607572e-01,3.041952848434448242e-01
4.267989397048950195e-01,3.002873063087463379e-01,3.082690536975860596e-01,3.079600930213928223e-01,2.991908727434555715e-01,2.725166082382202148e-01
4.064417481422424316e-01,3.764844536781311035e-01,3.301445245742797852e-01,3.197681009769439697e-01,3.418665181518952823e-01,2.949142754077911377e-01
3.986619114875793457e-01,3.619852662086486816e-01,3.211357593536376953e-01,3.240808248519897461e-01,3.280395585142108494e-01,2.908777892589569092e-01
3.909311294555664062e-01,3.523494601249694824e-01,3.350109755992889404e-01,3.306902050971984863e-01,3.304814764807056937e-01,3.121450245380401611e-01
4.332653880119323730e-01,3.271878957748413086e-01,3.125188946723937988e-01,3.194112181663513184e-01,3.167040620732863299e-01,3.345279097557067871e-01
3.775591254234313965e-01,3.426782786846160889e-01,3.168274164199829102e-01,3.151572048664093018e-01,3.123416657941789909e-01,2.956049144268035889e-01
4.061868786811828613e-01,3.152834177017211914e-01,3.475620448589324951e-01,3.531596660614013672e-01,3.385980781763477387e-01,3.110417723655700684e-01
4.333572983741760254e-01,2.992046475410461426e-01,3.086518645286560059e-01,3.060692548751831055e-01,2.873420700611367673e-01,2.794853150844573975e-01
3.625509142875671387e-01,2.974035143852233887e-01,3.051498532295227051e-01,2.854424118995666504e-01,3.093734003325490645e-01,3.094901442527770996e-01
4.449466466903686523e-01,3.411107361316680908e-01,3.255479335784912109e-01,3.427847623825073242e-01,3.370950594591217153e-01,2.946570515632629395e-01
4.358886182308197021e-01,3.357188105583190918e-01,3.385078310966491699e-01,3.486827015876770020e-01,3.596801187992546556e-01,3.217462301254272461e-01
4.119004607200622559e-01,3.309214711189270020e-01,3.214146494865417480e-01,3.278202414512634277e-01,3.277516107560614622e-01,3.071175813674926758e-01
4.132448434829711914e-01,2.927271723747253418e-01,3.074207007884979248e-01,3.129490613937377930e-01,3.219010546202291656e-01,2.862577438354492188e-01
